,artist_mb,artist_lastfm,country_mb,tags_mb,tags_lastfm
524487,Aquariuz,Aquariuz,,chillout; singer-songwriter; neo soul; urban contemporary; artist; smooth soul; r&b; contemporary r&b; trapsoul,
524497,Arvida Crew,Arvida Crew,Canada,hip hop,rap; under 2000 listeners
525072,Johny Dar,Johny Dar,United States,electronic; dance; music; johnydar; dardelica; alienrap,
525075,Jonathan Canady,Jonathan Canady,United States,american; usa; musician; graphic designer; art director,
525165,La Réplik,La Réplik,Canada,hip hop,Hip-Hop; rap; canada; montreal; quebec; quebecois
525366,Non Residentz,Non Residentz,,rap; galicia; galician; gallego,galego; galiza; rap; Hip-Hop; hip hop; Galicia; hip-hop galego; português; brasileiro; galician; lusofonia; galego-brasileiro; Hip hop Galego; rap galego
525668,Talk Like Tigers,Talk Like Tigers,United Kingdom,pop; band; songwriter; vocals; music; female; duo; newcastle; dream pop; english; england; harmonies; synths; bjork; new music; vocalists; north east; singers; twins; songwriters; musicians; tour; ne; newcastle upon tyne; pop electro; lorde; banks; little dragon; english singers; talk like tigers; christine and the queens; roisin murphy; goldfrapp; voalists,indie; pop; alternative; folk; female vocalists; alternative pop; under 2000 listeners; alternavite pop
526003,Ant the Symbol,Ant The Symbol,United States,hip hop,
526484,HDV,HDV,Canada,hip hop,Hip-Hop; underground hip-hop; east coast rap; Golden Age hip-hop
527123,Sad Hill All-Stars,Sad Hill All-Stars,,hip hop,
527625,Banator,Banator,Canada,hip hop,
528259,Kephren,Kephren,France,hip hop,
528956,"Yo, Flaco!","Yo, Flaco!",,rap; hip-hop,Colorado; Jazz Hop; Denver; Hip-Hop; seen live
530336,Sheisty Khrist,Sheisty Khrist,United States,hip hop,
530413,Sya Styles,Sya Styles,France,hip hop; turntablism,
531575,Marco Fusinato,Marco Fusinato,Australia,noise; australian; photographer,
532709,Dr. Best,Dr. Best,Germany,hip hop,
532927,The Hillside Scramblers,Hillside Scramblers,,hip hop,hip hop; rap; wu-tang; U-God
533037,Jorma Uotinen,Jorma Uotinen,Finland,dancer; choreographer; ballet dancer,
533674,Séba,Séba,Canada,hip hop,
533773,Vice Verset,Vice Verset,Canada,hip hop,
534293,DJ Mike Smooth,DJ Mike Smooth,United States,hip hop,
534299,Docman,DOCMAN,United States,hip hop,
534352,Diam’s,Diam’s,France,french; france; francophone; français; hip hop,
534508,Freddy Gruesum,Freddy Gruesum,,hip hop,
535237,Rip Rap & Rock,Rip Rap & Rock,Denmark,rap; hip hop,
535460,THE BOSTON SHAKERS,The Boston Shakers,United Kingdom,rock; rap; live music; liverpool; rock band; beats; liverpool band; electronic indie rock; rock - rap; the boston shakers; electronic rap; mpc drums; lexi p; black magic; best things in life for free; plastic bag; body mind & soul; long hard night,
536268,Gail Force 3,Gail Force 3,United Kingdom,rap; hip hop; comedy; birmingham; old school,
536727,Miraisenshi,MiraiSenshi,China,chinese; shanghai; ethereal; cloud-rap,
538059,Ish D,Ish D,United States,house; hip hop; r&b; contemporary r&b; electronic r&b,
538119,Jo-C-Fine,Jo-C-Fine,Denmark,rap; danish; hip hop; rapper; femme rap,
538709,Shogun,ShoGun Assason,United States,hip hop,
539402,Cortex Complex,Cortex Complex,,hip hop,Progressive rock
540015,Lionel D,Lionel D,France,hip hop,Hip-Hop; hip hop; old school; Rap FR; radio nova; dee nasty; deenastyle
540560,T. Haddy,T. Haddy,,singer-songwriter; hip hop; production music; gospel; christian music; r&b; thaddyondatrack,
540956,Arabyrd,AraByrd,Malaysia,hip-hop; rapper; malaysia,
541188,DJ Dynamix,DJ Dynamix,Denmark,hip hop; dj,
541706,La Gamic,La Gamic,Canada,hip hop,
542732,Ben Büdü,Ben Büdü,Turkey,rap; jazz; hip-hop; reggae; dub; remix; turkish rap; turkish reggae; edits,
542844,CatBurglaz,CatBurglaz,Canada,hip hop,beats; quebec; francophone
543047,Echo Out,ECHO OUT,,hip hop; posse cut artist; label artist,
543567,Lyrical God,Lyrical God,United States,rap; american,Hip-Hop; rap; hiphop; pentapping
543638,Mawar Berduri,Mawar Berduri,,hip-hop; singer; rapper,
